snapped_at;price;market_cap;total_volume
2021-01-01 00:00:00 UTC;7.729511122315787e-11;0.0;0.00037022567703309795
2021-01-02 00:00:00 UTC;8.015045978158011e-11;0.0;76.49333760646037
2021-01-03 00:00:00 UTC;8.015045978158011e-11;0.0;76.49333760646037
2021-01-04 00:00:00 UTC;9.453382359031786e-11;0.0;1.73962360234756
2021-01-05 00:00:00 UTC;1.1068794381616039e-10;0.0;16.71387951624022
2021-01-06 00:00:00 UTC;1.1068794381616039e-10;0.0;16.71387951624022
2021-01-07 00:00:00 UTC;1.1983681511623625e-10;0.0;0.11983681511623624
2021-01-09 00:00:00 UTC;1.3429641112917924e-10;0.0;201.44461669376884
2021-01-10 00:00:00 UTC;1.3429641112917924e-10;0.0;201.44461669376884
2021-01-11 00:00:00 UTC;1.3293797504481839e-10;0.0;203.35052047582124
2021-01-12 00:00:00 UTC;1.1359763582492529e-10;0.0;66.15208716105043
2021-01-13 00:00:00 UTC;1.0977865333305108e-10;0.0;124.68681810159651
2021-01-14 00:00:00 UTC;1.272908635056761e-10;0.0;599.552499802967
2021-01-15 00:00:00 UTC;1.272908635056761e-10;0.0;599.552499802967
2021-01-16 00:00:00 UTC;1.297449114719337e-10;0.0;642.8087204047671
2021-01-17 00:00:00 UTC;1.2603788062590454e-10;0.0;1229.3366443115854
2021-01-18 00:00:00 UTC;1.2267473248233283e-10;0.0;47.15704817683453
2021-01-19 00:00:00 UTC;1.2247502762245903e-10;0.0;43.23144300775726
2021-01-20 00:00:00 UTC;1.3925230334039279e-10;0.0;7.7834849544639875
2021-01-21 00:00:00 UTC;1.3470718640470472e-10;0.0;0.13370201891400588
2021-01-22 00:00:00 UTC;1.2658892802370601e-10;0.0;52.5346967690393
2021-01-23 00:00:00 UTC;1.2658892802370601e-10;0.0;52.5346967690393
2021-01-24 00:00:00 UTC;1.2507403812084807e-10;0.0;19.86875490323669
2021-01-25 00:00:00 UTC;1.3255318905356247e-10;0.0;0.13255318905356248
2021-01-26 00:00:00 UTC;1.440077707501169e-10;0.0;500.4308985041172
2021-01-27 00:00:00 UTC;1.3784127395135967e-10;0.0;130.94921025379168
2021-01-28 00:00:00 UTC;1.3076497138606164e-10;0.0;39.22949141581849
2021-01-29 00:00:00 UTC;1.3754610698645958e-10;0.0;13.369968710165073
2021-01-30 00:00:00 UTC;1.4284686864960564e-10;0.0;516.3625364320842
2021-01-31 00:00:00 UTC;5.053099748283053e-09;0.0;10989782.205450306
2021-02-01 00:00:00 UTC;2.9099589964067996e-08;0.0;34956951.56710088
2021-02-02 00:00:00 UTC;1.0983038379220613e-08;0.0;8057189.445516632
2021-02-03 00:00:00 UTC;1.6149420242961024e-08;0.0;6684970.83435231
2021-02-04 00:00:00 UTC;1.3708617503094763e-08;0.0;2232391.010689978
2021-02-05 00:00:00 UTC;1.0792845234578419e-08;0.0;1453877.1474012858
2021-02-06 00:00:00 UTC;7.802630119340748e-09;0.0;1028036.6100359072
2021-02-07 00:00:00 UTC;8.263738526956087e-09;0.0;618908.8930404542
2021-02-08 00:00:00 UTC;7.85533013161105e-09;0.0;1591960.8888300883
2021-02-09 00:00:00 UTC;1.0884908436869819e-08;0.0;4471910.495925172
2021-02-10 00:00:00 UTC;8.834539357750208e-09;0.0;987089.7154174169
2021-02-11 00:00:00 UTC;9.88557629957606e-09;0.0;973137.1513943658
2021-02-12 00:00:00 UTC;8.835133685646002e-09;0.0;607690.2709766672
2021-02-13 00:00:00 UTC;8.902588149103974e-09;0.0;408892.83048511326
2021-02-14 00:00:00 UTC;8.347030051506333e-09;0.0;267283.65864727926
2021-02-15 00:00:00 UTC;7.119914858518675e-09;0.0;356723.7679129525
2021-02-16 00:00:00 UTC;7.706168171520382e-09;0.0;216033.54579831028
2021-02-17 00:00:00 UTC;6.665451918400686e-09;0.0;279332.9485613875
2021-02-18 00:00:00 UTC;7.625815142117058e-09;0.0;161256.47214148883
2021-02-19 00:00:00 UTC;7.748881853888192e-09;0.0;103601.14299343625
2021-02-20 00:00:00 UTC;7.067456621075913e-09;0.0;138149.93351182144
2021-02-21 00:00:00 UTC;7.044666870420374e-09;0.0;284290.28341798804
2021-02-22 00:00:00 UTC;7.280449901807525e-09;0.0;142385.99447178148
2021-02-23 00:00:00 UTC;6.689463579065539e-09;0.0;141786.191443667
2021-02-24 00:00:00 UTC;5.864411937505095e-09;0.0;49220.78392624266
2021-02-25 00:00:00 UTC;6.119703701817564e-09;0.0;70426.66546557451
2021-02-26 00:00:00 UTC;5.887824338455845e-09;0.0;56965.26267824434
2021-02-27 00:00:00 UTC;5.962768550778089e-09;0.0;169260.95965496643
2021-02-28 00:00:00 UTC;8.174162623974642e-09;0.0;544120.1342697095
2021-03-01 00:00:00 UTC;1.2384667266588942e-08;0.0;3282662.9817828485
2021-03-02 00:00:00 UTC;1.3937830244161435e-08;0.0;1079998.3532489752
2021-03-03 00:00:00 UTC;1.6608135461732366e-08;0.0;636067.6181776501
2021-03-04 00:00:00 UTC;2.2191885893410047e-08;0.0;1677976.5284555852
2021-03-05 00:00:00 UTC;2.560992041878039e-08;0.0;3527427.1771636284
2021-03-06 00:00:00 UTC;1.9399250809069388e-08;0.0;1962568.9187945838
2021-03-07 00:00:00 UTC;1.7741365539199747e-08;0.0;446521.67237527366
2021-03-08 00:00:00 UTC;1.7855075258183908e-08;0.0;692206.7493732116
2021-03-09 00:00:00 UTC;2.162923439520138e-08;0.0;619527.3302155841
2021-03-10 00:00:00 UTC;2.2151404690292065e-08;0.0;759904.4298368491
2021-03-11 00:00:00 UTC;1.9823372216463714e-08;0.0;288803.41013722506
2021-03-12 00:00:00 UTC;1.706884146720547e-08;0.0;347134.8810347871
2021-03-13 00:00:00 UTC;1.826370889658995e-08;0.0;539378.2223338383
2021-03-14 00:00:00 UTC;2.2337519627929654e-08;0.0;1149479.90219619
2021-03-15 00:00:00 UTC;7.82891410898659e-08;0.0;41011372.51175174
2021-03-16 00:00:00 UTC;8.743940511399512e-08;0.0;13134894.707622597
2021-03-17 00:00:00 UTC;6.137679040623324e-08;0.0;4449518.724931787
2021-03-18 00:00:00 UTC;6.889198150130077e-08;0.0;3336240.1641648584
2021-03-19 00:00:00 UTC;6.68037740169459e-08;0.0;1435550.8952480757
2021-03-20 00:00:00 UTC;6.273359594525106e-08;0.0;2226231.6826556306
2021-03-21 00:00:00 UTC;6.214046502295435e-08;0.0;1115914.432418627
2021-03-22 00:00:00 UTC;5.687222482794342e-08;0.0;1682433.205957357
2021-03-23 00:00:00 UTC;4.8737704088516585e-08;0.0;1437355.3484344743
2021-03-24 00:00:00 UTC;4.438888550901881e-08;0.0;875327.9218183646
2021-03-25 00:00:00 UTC;4.592091603456117e-08;0.0;547244.6111976246
2021-03-26 00:00:00 UTC;4.205811910786523e-08;0.0;583993.3205278973
2021-03-27 00:00:00 UTC;4.1843503230517195e-08;0.0;627521.0735600824
2021-03-28 00:00:00 UTC;3.920345752982134e-08;0.0;503433.27233012154
2021-03-29 00:00:00 UTC;6.58237320041261e-08;0.0;1451471.6790933341
2021-03-30 00:00:00 UTC;6.508267380330248e-08;0.0;2356913.654736358
2021-03-31 00:00:00 UTC;5.699027981297489e-08;0.0;839658.7420989991
2021-04-01 00:00:00 UTC;6.065162858590778e-08;0.0;1025693.9183136828
2021-04-02 00:00:00 UTC;5.111562291281658e-08;0.0;1129776.715289444
2021-04-03 00:00:00 UTC;5.011259840383719e-08;0.0;1284845.9061722902
2021-04-04 00:00:00 UTC;4.939367994459035e-08;0.0;814951.9517723718
2021-04-05 00:00:00 UTC;4.449852275558559e-08;0.0;1203298.1565956299
2021-04-06 00:00:00 UTC;4.9427879873765514e-08;0.0;1234321.5159063106
2021-04-07 00:00:00 UTC;6.240855295573859e-08;0.0;1330041.0136511212
2021-04-08 00:00:00 UTC;5.758522251176184e-08;0.0;787773.9457795852
2021-04-09 00:00:00 UTC;6.050752601733764e-08;0.0;333192.99578051415
2021-04-10 00:00:00 UTC;6.76047826178802e-08;0.0;647120.3894987552
2021-04-11 00:00:00 UTC;8.266542182345271e-08;0.0;1384159.0596420148
2021-04-12 00:00:00 UTC;1.0520771168577909e-07;0.0;7098841.394955493
2021-04-13 00:00:00 UTC;1.7976309695720633e-07;0.0;19353073.088670135
2021-04-14 00:00:00 UTC;1.660077897667289e-07;0.0;11698690.751440452
2021-04-15 00:00:00 UTC;1.6725990477490047e-07;0.0;6276227.0493967505
2021-04-16 00:00:00 UTC;2.690920527369207e-07;0.0;16304507.89588289
2021-04-17 00:00:00 UTC;6.841749199253197e-07;0.0;177924990.74474907
2021-04-18 00:00:00 UTC;1.944890232604368e-06;0.0;546769207.7224177
2021-04-19 00:00:00 UTC;1.851863600540381e-06;0.0;175494501.86308807
2021-04-20 00:00:00 UTC;3.6193074567005934e-06;0.0;541475519.596611
2021-04-21 00:00:00 UTC;2.4521110074416603e-06;0.0;448958541.43708915
2021-04-22 00:00:00 UTC;1.2822953296121408e-06;0.0;235815484.4438864
2021-04-23 00:00:00 UTC;1.6109081970516746e-06;0.0;200743420.73916227
2021-04-24 00:00:00 UTC;1.221760486074052e-06;0.0;136878944.15801486
2021-04-25 00:00:00 UTC;1.359363293288573e-06;0.0;81640805.77772503
2021-04-26 00:00:00 UTC;1.3133790731811962e-06;0.0;89615683.48022787
2021-04-27 00:00:00 UTC;1.182360312507738e-06;0.0;93219235.03396994
2021-04-28 00:00:00 UTC;9.755634222413746e-07;0.0;94955414.26765105
2021-04-29 00:00:00 UTC;1.4838487271637685e-06;0.0;163490141.3847365
2021-04-30 00:00:00 UTC;1.4043900566008187e-06;0.0;93368647.92884491
2021-05-01 00:00:00 UTC;2.0367565573515436e-06;0.0;141539795.65459624
2021-05-02 00:00:00 UTC;1.9057080144761414e-06;0.0;85049657.42623657
2021-05-03 00:00:00 UTC;1.6621740468956279e-06;0.0;56355619.55092255
2021-05-04 00:00:00 UTC;1.5896949479798308e-06;0.0;34562823.81379711
2021-05-05 00:00:00 UTC;1.6752439813297826e-06;0.0;63315853.148758434
2021-05-06 00:00:00 UTC;1.7170928955118986e-06;0.0;46106254.035566755
2021-05-07 00:00:00 UTC;1.545241321653944e-06;0.0;28123897.741873976
2021-05-08 00:00:00 UTC;2.7507816390397686e-06;0.0;376081554.08658147
2021-05-09 00:00:00 UTC;1.5692077048807945e-05;0.0;9322917734.918509
2021-05-10 00:00:00 UTC;1.5690590573900127e-05;0.0;4657940992.379174
2021-05-11 00:00:00 UTC;3.531845666311842e-05;0.0;14553569937.209982
2021-05-12 00:00:00 UTC;3.0777558897352064e-05;0.0;5412726305.664375
